"","labID","RunMS58.replicates.merged","RunMS58.MS51.merged","RunMS58.MS51.MS45.90s.merged","RunMS58.MS51.MS45.90s.MS54.merged","RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged","RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged","max.genos","MS58.max","MS51.max","MS45.max","MS54.max","GTseq.val.max","GTseq.prod.max","run.to.use"
"604","z0051844",NA,NA,NA,NA,NA,233,233,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"605","z0051939",NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"606","z0051945",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"607","z0055908",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"608","z0055909",NA,NA,NA,NA,NA,124,124,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"609","z0055910",NA,NA,NA,NA,NA,209,209,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"610","z0055932",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"611","z0055936",NA,NA,NA,NA,NA,71,71,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"612","z0055947",NA,NA,NA,NA,NA,290,290,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"613","z0055948",NA,NA,NA,NA,NA,54,54,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"614","z0055957",NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"615","z0055963",NA,NA,NA,NA,NA,251,251,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"616","z0055965",NA,NA,NA,NA,NA,238,238,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"617","z0055970",NA,NA,NA,NA,NA,269,269,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"618","z0055986",NA,NA,NA,NA,NA,257,257,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"619","z0055990",NA,NA,NA,NA,NA,299,299,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"620","z0056011",NA,NA,NA,NA,NA,296,296,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"621","z0056029",NA,NA,NA,NA,NA,306,306,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"622","z0056058",NA,NA,NA,NA,NA,305,305,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"623","z0056063",NA,NA,NA,NA,NA,307,307,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"624","z0056076",NA,NA,NA,NA,NA,306,306,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"625","z0056079",NA,NA,NA,NA,NA,290,290,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"626","z0056081",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"627","z0056082",NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"628","z0056090",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"629","z0056093",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"630","z0056102",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"631","z0056103",NA,NA,NA,NA,NA,296,296,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"632","z0056106",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"633","z0056111",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"634","z0056337",NA,NA,NA,NA,NA,162,162,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"635","z0062886",NA,NA,NA,NA,NA,270,270,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"636","z0063092",NA,NA,NA,NA,NA,311,311,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"637","z0063304",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"638","z0066166",NA,NA,NA,NA,NA,311,311,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"639","z0067213",NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"640","z0068471",NA,NA,NA,NA,NA,312,312,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"641","z0100814",NA,NA,NA,NA,NA,142,142,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"642","z0101084",NA,NA,NA,NA,NA,295,295,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"643","z0107099",NA,NA,NA,NA,NA,312,312,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"644","z0145401",NA,NA,NA,NA,NA,168,168,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"645","z0160234",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"646","z0187819",NA,NA,NA,NA,NA,299,299,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"647","z0187846",NA,NA,NA,NA,NA,306,306,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"648","z0195642",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"649","z0195690",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"650","z0195695",NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"651","z0195696",NA,NA,NA,NA,NA,308,308,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"652","z0195749",NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"653","z0195757",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"654","z0195763",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"655","z0195766",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"656","z0195779",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"657","z0195786",NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"658","z0196711",NA,NA,NA,NA,NA,301,301,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"659","z0196841",NA,NA,NA,NA,NA,252,252,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"660","z0196895",NA,NA,NA,NA,NA,260,260,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"661","z0197667",NA,NA,NA,NA,NA,301,301,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
